label	text_a
1	问一首歌的名字 有这么一句“就让我留在轮回的边缘等一道光线,看见某年某月我们之间曾经说过的预言”请问谁知道这是什么歌曲??
4	求经典电吉他摇滚曲
4	非主流女人MP3最好听的是什么歌曲?
1	当你踏上站台,从此一个人走,,我只有轻轻的祝福你,祝福你我的爱人,在长长的旅程里, 哪首歌的歌词??
4	现在谁的歌最好听
4	求好听的轻音乐,有的支持下。
1	谁知道视频 《乔丹 科比 詹姆斯》的背景音乐(不是I believe i can fly )
4	2008年11月有什么好听的歌?
4	有没的哪个人晓得点好听的歌。,新歌也来哈
4	如果要她相信我,我想给她唱首歌`什么歌最合适?
4	大家介绍些好听的新歌给我啊
1	有一个钢琴音乐家叫什么。。。。山姆的?
5	马克山姆是什么人?
8	世界上有那些钢琴音乐家?
4	什么歌曲最适合失恋听呢?
1	中岛美嘉雪花歌词(主要是日文发音)
1	不知道是什么歌?·
4	哪位朋友给一个mtv网站
12	至上厉合《棉花糖》MP3下载地址谁有?
0	我是真的真的很爱你是谁唱的,出自哪首歌曲
5	“生存以上 生活以下”什么意思
12	李小龙传奇主题歌在哪下载要MP3格式的
1	谁知道这个网站里放的歌的歌名?http://cn.jaycn.com/dispbbs.asp?boardID=186&amp;ID=860443
1	瑞奇马丁唱的一首歌(歌名)
1	Numb-Encore有个小方块一样的乐器是什么乐器?
4	谁有好听的英文歌,或慢摇把歌名字发来谢谢
4	有没有像风铃声音一样的音乐
1	这个视频里的外国歌曲叫什么?
4	帮我找几首好听的歌
8	有什么歌的网站?
8	求极品飞车9和10得所有歌曲
0	有一首歌不知道谁听过
1	杜德伟有一首老歌是情歌对唱的.叫什么名字
3	伊甸园之东 里的 红豆 为什么有两个人唱的
4	有没有什么新歌那、、、
1	今个真高兴高兴咱老百姓啊是谁唱的啊歌名是什么啊
1	请问你的选择是谁唱的?
12	谁知道有披头士的歌的网站?
1	《霹雳MIT》中飞轮海演唱的歌曲叫什么名字?
4	最近有好听的``歌曲吗??
5	日语歌词求助翻译中文大意
4	推荐一些歌曲
4	谁能提供朗诵背景音乐?
1	新版《鹿鼎记》片头曲谁唱的?
3	凤凰传奇的歌为什么这么好‘听’?
0	nba音乐啊,求人高人帮忙
4	兄弟姐妹们给我介绍几个好听的英文歌呗~
4	求好听的英文歌
4	有什么好听的DJ?
4	听什么歌曲心情舒畅?
12	最近买了一个比较烂的葫芦丝,想学下来玩玩,可是不知道从何学起,甚至连do在哪里都不知道,谁能给我一个好一点的学习葫芦丝的网站啊,感激不尽啊
3	我的手机为什么不能下载歌曲????
1	落地请开手机里的插曲是哪首歌?
4	找点好听的歌,要08年的,越多越好
4	现在最受欢迎的音乐专辑是谁的啊
11	稻香这首歌好听不??
4	谁有好听点的歌?要抒情的
4	推荐几首劲爆的DJ,要很刺激的那种,谢了
12	(((中华武魂)))这首歌那里去找P3格式的啊,我要下电话里,我找了很多。写的是P3格式的,但一下载的电话说又显示格式不对放不出来
12	(((中华武魂)))这首歌那里去找P3格式的啊,我要下电话里,我找了很多。写的是P3格式的,但一下载的电话说又显示格式不对放不出来
6	九天音乐网如何下载歌曲
4	谁能给我几首悲伤的歌!要越悲伤.越好!!
1	http://tv.mofile.com/2VAULE7V听听背景音乐的名字是什么
4	介绍几首网络歌手的歌,象用读的的方式一样,很多种搭配的
4	哪有好听的歌哇?
4	现在有什么好听的歌曲
1	爱情三十六计是谁唱的
12	找sweet box 的 easy come easy go 链接传空间
4	有没有动感点的歌曲?
4	谁有好听的音乐介绍一下吖
4	急求歌!~~(好听点的)
4	想听些轻快的歌
1	最浪漫的事这首歌是谁唱的?
4	有什么歌让人一听就想哭?
1	魔杰座有多少首新歌曲?
4	Big Bang 哪首歌好听嫩?
5	什么是莫扎特效应
4	什么牌的民谣吉他比较好
1	九龙冰室的插曲是什么
1	吴忠明的起步走歌词哪位好心人能帮帮找找?
1	求首歌的名字
1	天亮以后是谁唱的
4	要动漫中好听嘅主题歌或者插曲吖
4	和钟难度相配的钢琴练习曲是什么
4	有没有狠有节奏的DJ.?
4	推荐几首特别有旋律的适合做空间背景音乐的英文歌
4	有什么英文歌曲听了让心情放松愉快的吗?
4	什么歌好听啊?
5	"在音乐中""S""'T""""A""""B""各代表什么意思?"
12	谁帮我找下东方神起的歌曲《为何我会喜欢上你》MP3的~这歌曲的连接
4	急需几首简单易学的英语歌曲
4	失恋的时候适合听什么歌?
4	有什么好听的HIPHOP歌曲
4	哪首歌最好听
4	为何有时听到一首熟悉的歌会伤心?
4	哥们,姐们,谁给推荐几首好歌!
4	什么歌好听的啊。?
4	现在什么音乐最好听
4	谁介绍下什么白话哥好听
4	谁给我推荐点好听的英文歌
12	我想要i need you vs i need you 的伴奏去哪找
4	陈金龙唱的什么歌曲最好听?
4	怀念Beyond的歌有哪些啊?
4	谁有超好听的歌
4	什么歌好听的啊/?
4	介绍一些好听的歌曲
4	最近有没有好听的歌,给我推荐哈
4	求 伤感的歌
4	介绍点儿JAZZ风格的和POP风格的英文歌吖...多谢~
12	谁有借口的伴奏
4	谁能告诉我有哪些说唱歌曲好听?
1	至上励合《棉花糖》的歌词谁有啊?
11	l林俊杰的新歌好听么?
4	你最喜欢德华的哪首歌?
5	Me 1989.代表什么?
1	求一首歌曲,开头歌词我知道是一个女孩唱的
4	现在最新有什么好歌听?
1	请问这个视频的背景音乐是什么?
4	最近想听些好歌.介绍一下
12	谁能帮我找到这首歌的下载地址,谢谢
12	桃花朵朵开+狼爱上羊+ moonlight shadow混音DJ下载
4	木吉他适合几岁学?
4	林俊杰有什么好听的新歌?
1	《可不可以》这首歌是谁唱的
6	书上的吉他谱是怎样制作的?
1	谁能告诉我这首歌的歌词、
4	有什么好听的轻音乐吗
8	艾薇儿有什么新歌
4	世界上哪个地方是最美的?
4	最近都有些什么好听的又个性的歌呢?
11	大海这首歌好听吗?
4	现在都有哪些歌很好听????
4	谁给我介绍个歌听听?
4	大冢爱最经典的慢歌有哪些?
4	最近有什么好听的伤感歌曲?
6	怎样把一个音乐降两调?
11	POP舞曲好听还是商业HS好听`谁知道
4	什么样的dj好听?
8	转角遇到爱那里面的一些插曲谁知道?
1	张杰最新的歌名叫什么?
4	谁能给我一些好听的歌曲
7	kiss会怀孕吗?
4	心情非常的郁闷推荐几个歌曲吧
4	求一些适合做宿舍舍歌的歌!最好是励志的!
11	王心凌(第一次爱的人)好听吗?
8	周杰伦填词做曲的歌
4	现在什么流行歌曲好听
4	想找几首好听的DJ歌曲
12	求一个网址的背景音乐在哪下?
4	婚礼上适合唱什么歌送祝福
4	现在什么歌比较好听?
1	谁能告诉我那个歌叫什么?
1	绿光森林的片尾曲叫什么?
4	什么歌最好听---要闽南歌哦!
4	有什么好歌可以听 啊
4	求好听的歌曲?
1	有谁知道这个视频1分50秒时的背景音乐叫什么名字?http://player.youku.com/player.php/sid/XNTAwNTgxOTY=/v.swf
4	找点好听的歌曲
4	谁有好听的DJ网站
4	到哪个网站听歌曲比较好呢?
4	谁能提供些网络歌曲网站?
1	玫瑰花的葬礼是谁唱的啊?
12	谁有/原谅我一次/歌曲网址啊
1	一首英文歌觉得很好听不过不知道叫什么最近出的吧..说个给我参考下里面有bye
4	现在有什么动感的歌曲?
12	谁有&lt;歌舞青春3&gt;里面的歌曲
1	CCTV17:30后三星手机广告的歌曲是什么?
4	如果朋友结婚,有什么歌好唱?
4	推荐几首优雅的歌
4	好听的歌曲有什么?
4	有比较忧伤 轻柔的歌曲么 推荐下 谢谢
4	选购电吉他,电贝斯,键盘,架子鼓哪几个牌子的好些?
4	谁有好听的拉丁舞舞曲拜托!
4	最近有什么抒情中文好歌
4	有开场就非常劲爆的歌吗?
1	《左耳》中‘我和你是河两岸 ,永隔一江水’ 是哪首歌里的
5	your song是什么意思?
4	求几首忧伤点的纯音乐
12	谁有《为爱停留》的钢琴谱?
4	有什么好听的韩国歌曲?
4	什么DJ歌好听
1	罗大佑的歌有歌词不知道歌名
1	刘洲成在快乐大本营跳舞的歌叫什么名字?
0	谁有《God is a girl》的歌词和翻译
3	我进入了音乐收藏怎么看不到添加网络歌曲这几个字
4	推荐 一 些 好听的 美国 乡村歌 曲?
4	郁闷的,最近有没有什么新歌 ?
4	谁给我几首好听的中文歌曲
4	最近有什么好听的歌吗、。?
4	最近有什么好听的歌吗?
4	世界摇滚歌曲有那些经典
1	Scarborough Fair 是谁唱地啊?
3	TANK现在怎么不出新专辑啊?
1	"有一首歌的开头:是""想念你""这首歌的名字是什么.?(一女生唱的)"
6	怎么在酷狗里下载有歌词的歌曲啊?
4	介绍几首你认为好听的歌曲!(不要复制,要你喜欢的就行)
4	现在流行什么DJ具体一点
0	歌名????
1	孟庭苇的一首老歌,高潮部分是用日本话演唱的
1	当我寂寞的时候还能包着你 那该多甜蜜 是什么歌的词
12	寻找 《在没有你的温柔》这首歌的歌词
4	可以推荐几个好听的开机音乐吗?
12	请问 LRC歌词可以在哪下载到?
4	现在最好听的D曲是什么
6	我想找个歌曲只知道一句歌词,怎么办?
12	急求李宇春《差生》独奏吉他谱
1	花儿乐队08年什么时候出新专辑啊?
4	刘德华的歌曲那个最好听?
1	找首歌:声音很像春春,那却不是她的歌,很抒情的一首歌
12	エルハザード2のテーマ 歌词谁有
6	提高音域的简单方法?
4	有开场就非常劲爆的歌吗?
1	谁知道林肯唱的那首NBA主题曲叫什么名字
4	现在有什么好听的哥么
0	怎么自己歌曲的URL!!
4	信乐团有什么伤感的歌,?
1	亲爱的那不是爱情是谁唱的啊
12	越南歌曲(绕地球一圈)在哪可以找到,谁能说具体点
6	如何用摄像头录制翻唱MV
1	ebullient furure(Japanese) 的歌词 谁知道
1	有一首歌昨天听的,,名字大约在7..8 个字 叫什么寂寞
7	孙悦被下放了么?
4	有什么好听的歌 介绍下
0	搜歌.告人留步~
4	有设么好听的韩语歌?
12	谁给我首歌的下载地址,讯雷的。
0	"有谁知道""痛快一起努力的感觉""是谁唱的,哪首歌"
4	音乐最好听的歌曲是什么?
12	帮忙找《牧笛》这首歌
4	最近最最新的歌有什么好的啊
1	飞向别的人床这首歌的歌词是什么?
4	哪个有好听的DJ?
12	谁有风云决的歌词?
4	需要一首两个女生可以合唱的歌,不要太难,轻柔一些的
1	不回头不回头地走下去.请问这首歌名是什么
4	最近有好听的歌吗
4	求好听的歌曲
12	傀尊族的歌在哪里找??
3	为什么我总觉的粤语歌曲比国语的经典`好听`? 即使我说的不是粤语``
4	求购一些超好听的歌曲,一听就能让人喜欢的
4	谁知道现在有什么好歌吗?
0	弹吉他朋友的请进
5	吴克群噶歌“麦搁憨”系咩意思吖?
12	有3GP的网站吗
0	关于音乐的几个问题,高手进
1	我想找一个铃声, 是混音的,前面貌似是一段京剧,后面是超级玛利的声音,哥们弟兄,谁有,给咱捐献出来。
8	胡歌最近有什么新歌吗?
12	歌曲:罗嘉良的“想说”哪有下载的?
6	日文的促音和钮音怎么打?
11	那首歌好听?
1	我是谁的主题曲
12	哪个有DJ音乐?
8	求玛丽莲曼森的歌
4	最感人的电影主题歌曲
1	爱上你是一个错谁唱的
4	有什么比较震撼的歌曲?
4	有什么好听的歌呢?
1	“快乐啊误解啊,随着时间都会增加”这是其中的一段歌词,想问一下这首歌叫什么名字??
12	哪里可以找到“我在那一角落患过伤风”的琴谱?
4	谁能告诉我个外国小孩子唱的歌?天籁之音那种?
4	什么轻音乐好听
11	黄家驹的歌好听吗?
1	唐山音乐广播的那个主题曲谁知道啊!麻烦告诉我一下!!
1	帮我听听这首歌曲叫什么
4	最近有啥好歌
1	有首英文歌曲,中间有哦哦哦的叫什么名字!是男的唱的
4	谁有好的笛子名曲?
4	谁知道理查德克莱德曼的钢琴曲那个更好听?
4	近来有什么好歌?
4	谁有好听的英文歌曲介绍几个啊,谢谢了~~~
4	谁能给我推荐几首范玮琪的好听的歌?谢谢
1	与你到永久这歌是谁唱的?
4	什么歌最好听
12	找S.H.E的配有LRC歌词的歌
4	谁有一些好听的歌的歌名啊??
4	真诚跪求开场曲的名字!
4	jz的魔杰作中哪首最好听
4	什么歌会让一个人听了想哭
0	你最喜欢twins哪首歌哪部电影
12	哪里能下载圣斗士星矢的英雄交响曲
4	最近有哪些好听的新歌
4	求婚礼用曲(中国式)
4	有什么好歌子推荐
4	现在有什么好听点个歌曲
1	《③只小熊》的中文歌词是什么?
1	舍不得是哪个唱的?
1	韩毒DJ疯狂版最后一首歌是什么?
4	现在有什么好听的歌,还有英文DJ
0	萧敬腾的首张CD&lt;同名专辑&gt;有在销售镑上出现吗?是冠军吗?蝉联了几周?
4	想学粤语,大家说从听歌开始,请问听那些粤语歌有助于学粤语
4	有什么好听点的钢琴曲吗?抒情点的
1	"找一歌曲名字,""趁世界没发觉让我带着你离开""在JAY的哪首歌里出现啊,"
0	音乐怎么好听
12	谁能找到神奇宝贝里《跳波尔卡舞》这首歌下载的地址啊~~~
4	最近有什么好听的歌曲吖?
6	怎么样才能弄到跟BOBO头一样蓬松又直的程度?
4	有什么好的音乐网,越多越好
4	有什么情歌好听的?(哪国语的都行)
6	如何添加音乐
8	求JJ林俊杰从出道开始到现在出的所有歌曲
1	问一个歌曲的名字
7	LA IS LA BONITA这首歌有中文版吗?
4	好久没上网了,有什么好听的歌吗?
5	蔡依林&lt;I Won't Last A Day Without You&gt;歌词翻译谁有啊?
1	还是喜欢你这首歌是谁唱的
1	because i'm free ,nothing worry i need这句歌词出自哪首歌
4	现在有些什么歌好听的?
1	玫瑰花的葬礼到底是谁先唱的?
4	最近有哪些外国歌曲好听?
4	什么音乐流行?
4	帮忙找些悲伤点的歌曲,中文,韩语,日语歌都行~
4	现在什么歌曲是最流行的?
4	我想知道有什么好听的歌?
4	我的同班同学因为每年我们毕业了她明年就要走了也许我们永远都不会在见了我想在找次毕业典礼中歌最感人的歌我应该唱什么啊注意是伤感情歌
12	哪有Me &amp; My - Dub I Dub下载啊?
4	推荐几首英文歌(要求在下面)
4	谁知道和snowdream差不多的类型的歌?
8	miyavi有哪几首慢歌?
11	S H E 的新歌好听吗?
4	哪些伤感的歌比较新,比较最好听?
1	TATU 的一首歌名 谁知道
0	《武林外史》中沈浪和白飞飞一起出现时的插曲是什么?哪里有下载?
7	请问刘德华出新歌了没?
4	介绍几首好听的歌曲。。。
4	请求介绍首歌曲听听 摇滚的
4	有什么旧歌好听啊?
1	《你不像他》的歌词? 南拳妈妈唱的
1	TIME LESS 9分钟完整版MV中这首歌什么名啊?
0	SHE的《always on my mind》的原版是谁唱的哪首歌?
12	亲亲猪宝贝 这首童歌在哪里下载的到,百度怎么搜不到,我要详细地址,不要忽悠我
1	"""梦娜丽莎的眼泪""是谁唱的?"
1	《浪漫新巴黎》第四期是什么歌?
1	《独自等待》中,陈文举着录音机那段时,放的歌曲叫什么?
4	近期有什么好听的音乐吗?
4	最近有什么好听的流行歌、、
12	《飞向别人的床》地址
4	什么音乐好听的?
6	怎么才能提高学习啊
11	爱上一个人,是不是应该不顾一切的爱她?
1	FM S.H.E我的电台主打歌是什么?
0	与青春有关的日子里有一首歌,
1	大家帮帮忙,看过韩国情书的朋友们,谁知道“密有天和黄浦”用过的舞曲叫什么名字哇,是个DJ舞曲
4	有什么好听的歌?要流行的?
4	什么歌曲好听?
4	亚瑟小子有什么好听的歌啊?
12	蔡依林&lt;When U Say Nothing at All&gt;歌词翻译谁有?
4	有没有好听的伤感歌曲
4	寻求健美操歌曲!~至少5首常见的不行~~
4	有什么悲伤、伤感的音乐吗?我说的音乐不是歌曲!谢谢!
11	大家觉得萧敬腾的歌好不好听?
4	现在有什么男女对唱的歌好听的?
4	08年有没伤悲的歌?会让人一听就想哭的那种?
1	人鱼的旋律所有的歌曲叫什么
4	有什么好听的轻音乐吗?比如卡农...什么的!
11	最近是不是很流行那首歌“画心”
1	谁知道这歌叫什么啊?
12	求那种好像机械音的DJ
4	有哪些着名的摇滚歌曲介绍一下
8	滨奇步的新歌有哪些?
4	东方神起,shinee ,天上智喜,少女时代那些歌好听?
4	有没有和“我们的爱在赎罪”调差不多的歌?
8	杨丞琳的半熟宣言有哪些歌曲?
8	蔡依林的爱的练习语有哪些歌曲?
4	什么歌伤感?
1	[史上最强卖羊肉]优酷视频中的背景音乐是什么
4	现在有什么好听的英文歌曲
4	现在有什么好听点的忧伤的歌?
1	Mc Hot Dog的新专辑里的《谢谢哑虎》的女音是谁?
4	现在什么歌最火
4	谁能推荐几首好听的英文歌?
4	有哪些好听的情歌
12	rain的歌曲“如影随行”的MP3格式地址
4	最近有什么好听的英文歌挖
6	怎样练习唱高音和气息?
0	罗大佑的歌曲《童年》的每句歌词中都体现了什么心理学现象和理论
1	蜡笔小新109集《 唱歌》爸爸唱的歌曲叫什么名字
4	现在什么歌好听呢?
12	在那能找到拉丁舞曲?
3	悲伤会流泪,为什么又有喜极而泣?
4	世上最好听的歌是什么???
12	急求东北的一首歌谣~
4	现在有什么歌好听
4	谁有好听的歌?``!!
12	求友谊之光(国语版)下载地址
1	谁有许巍《少年》的完整的歌词?
0	30 minutes 是谁唱的,歌词的意思?
6	谁能说下怎么剪辑音乐,就是在一首歌里或几首歌里剪几个片段排舞用
