label	text_a
需求类	无间道 粤语版主题曲我想下载这首歌谁告诉我地址
事实类	蛇舞除了周轮唱的还有一个女的唱的是谁?
事实类	U这首歌什么时候出的
需求类	求宝儿 eat you up URL
推荐类	那位朋友有好听的英文歌曲,
事实类	谁是唱蝴蝶的歌手
推荐类	有什么好听的舞曲最近
推荐类	黑眼豆豆的My Humps这首歌编舞很有感觉!还有哪些有感觉的歌适合编舞啊!类似这首的?
推荐类	有什好听的歌?
推荐类	最好听的歌是什么?
枚举类	《魔杰座》里都有什么歌?
不作处理	悬赏100大家来领悟《领悟》这首歌曲
事实类	"《冠军欧洲》""马德里城记"" 专题 最后的女声歌是什么歌?"
事实类	歌曲功夫的韩文版叫什么名字
推荐类	最近有什么好的歌曲?
枚举类	sjm有什么新歌
推荐类	姓庞男孩 起啥名好听
事实类	天天向上辅仁大学拉拉队跳的舞的那首歌叫什么名字
事实类	唱感动天感动地的人是那个歌手?
推荐类	有什么好听的英文歌吗?
枚举类	高达00第二季歌曲
不作处理	请问有谁知道电视剧篮球火里面的歌曲都有那些?叫什么?谁唱的?
枚举类	谁能给我《醉赤壁》和《我还想她》的歌词
推荐类	哪里歌好听
推荐类	有没有没有什么好听的歌?不要快歌,忧伤的
推荐类	谁知道好听的抒情或慢节奏歌曲?
描述类	INDIE何解?
推荐类	有什么好听的歌可以做为手机铃声啊?
评价类	即使知道要见面,好听吗?
推荐类	现在有什么好歌
事实类	谁是唱未满18岁的歌手
事实类	至上励合上快乐大本营时,金恩圣唱的一首韩国歌,歌名是什么?
推荐类	给个好听的歌曲
需求类	求ronan keating 的She Believes (In Me )的中文歌词
推荐类	谁能告诉我点 静一点的歌 如《陷入爱里面》
推荐类	魔杰座里哪首歌最好听?
不作处理	最近有什么好听的歌和电影
需求类	请问谁知道killing me dj 铃声下载地址啊
不作处理	不知道大家听歌陈冠希的《还记得我吗》?
评价类	“别碰我”这首歌好不好听?
推荐类	边个有最新版DJ。。
推荐类	谁知道什么DJ舞曲好听
推荐类	现在有那些好听的歌曲啊?
推荐类	学吉他应从哪种开始学?
推荐类	好听,可爱的情侣对唱?
推荐类	什么歌曲能有叫人在喝茶时候有一种清新的感觉?
事实类	东成西就最后的歌叫什么
需求类	谁有《武林女大学生》最后那首歌
事实类	请问歌词,你是吃复读机长大的啊,的歌叫什么
事实类	谁是唱愿望的歌手
推荐类	现在 什么歌 很好听 我喜欢 JAY 郑源 还有网络歌曲 有的推荐下
事实类	这首是什么歌呢?
推荐类	有什么好听的伤感歌介绍下
事实类	ONE LOVE — BLUE这首歌中文名字叫什么?
不作处理	至上励合--降临--专辑中有几首歌 分别是什么
事实类	“在你离开之前我离开”出自哪首歌
事实类	请问U这首歌什么时候出的
推荐类	哪些歌好听?
推荐类	介绍几首很适合配伤感非主流空间的背景音乐,要钢琴曲哦~~
需求类	谁知道&lt;想和你跳舞&gt;的歌曲源文件地址吗??
不作处理	最近有哪些好听的新歌、好看的电影?
推荐类	想找一些悲伤点的歌曲
推荐类	张学友有哪些经典好听的歌曲呢?
事实类	《我不想说我是鸡》这首歌的原唱歌曲是?
事实类	其实我介意是谁唱?
描述类	有谁知道《Love to be loved by you》这首歌歌词的中文意思
事实类	hp2105用的啥鼓
推荐类	valder fields 谁有和这个歌差不多的
推荐类	最近有什么新歌?
需求类	找一首歌 歌词看里面
枚举类	《原来我不帅》中有些什么歌?
需求类	谁给五月天倔强的贝司谱给我?
事实类	至上励合的《棉花糖》的歌词是什么?
评价类	恋爱大过天这首歌好听不?
推荐类	今年什么流行歌曲最流行?(要列举多一点的)歌名就可以了
事实类	降临是谁作曲的
方法类	音乐专辑制作的步骤是什么?
推荐类	现在谁唱的歌最好听?
事实类	神鬼拍档里的主角失落时在舞厅里放的那收歌是什么
原因类	我添加了很多歌在播放器里怎么只唱一首
事实类	这里面的背景音乐是哪首歌?
推荐类	求忧伤好听,节奏高,音量舒服的曲子(不要歌声)!
推荐类	谁能介绍几首节奏感强烈的英文歌曲
推荐类	最近(08.11月)有什么好听的中文和欧美歌曲?
推荐类	最近有什么比较流行的歌?
需求类	那个网站下载视频MTV最好 要歌曲的
需求类	谁知道《headaches and woes》歌的下载地址!!!
推荐类	有什么好听的经典的英文歌
需求类	半熟宣言、杨丞琳 歌曲链接?
推荐类	最近有什么好听的歌(网络歌曲不要)
枚举类	邓丽欣stephy..最近出了什么新歌?
推荐类	学了三年的吉他.现在要学什么知识啊
推荐类	啥子歌好听?
事实类	求一首歌曲 女唱 举头望明月?
不作处理	恐怖的声音啊
推荐类	我想听轻快的歌谁推见几首呀
推荐类	有好听的歌曲吗
需求类	用什么找歌容易?
不作处理	有《我是一个被爱伤过的人》这首歌。。
事实类	花海是谁的歌?
方法类	联通8元套餐怎样才能取消每月的彩玲
评价类	18 禁 、好听么。
评价类	真心英雄好听吗?
推荐类	用什么下歌好?
推荐类	有好听的歌吗?比较伤感的
事实类	谁是唱曹操的歌手
事实类	魔杰座中的中国风是哪一首
推荐类	现在有哪些好听的新歌?
推荐类	我要用什么才可以下好品质的歌;速度又快呢?
推荐类	现在最流行的歌是什么歌!
事实类	谁知道王力宏的新专集什么时候出
枚举类	关于单身的歌曲有多少
需求类	韩国国家舞队LAST FOR ONE 的比赛音乐
推荐类	代表等待爱情的歌曲有哪些
事实类	这句歌词是哪首歌的?
推荐类	有谁知到韩国歌曲 dj 版得有没有好听得啊 ?还有 轻歌也可以
事实类	世界末日是谁唱的??
事实类	推开窗.. 是什么的歌词
推荐类	有什么悲伤的歌比较好听?英文的也可以
描述类	什么是纯音乐?
事实类	有个歌,歌词有“你们是我的星光.. ...曾经用生命歌唱”好像还有温岚
推荐类	目前最流行的歌曲是什么?
推荐类	2008.10.1以后.谁有赶时髦的音乐 告诉我下!!!!
事实类	谁知道名师高徒中的李杨璐离开舞台唱的最后一首歌是什么名字??
推荐类	好听的中文歌、不求多
需求类	"百变小樱魔术卡中收服""歌""的那一集的音乐"
事实类	李叔同做的一首歌曲,叫祖国歌,又叫夕歌,歌词是什么?
事实类	谁知道这首歌名字?
推荐类	现在有什么好听的中文歌曲要流行的
事实类	5.12金鹰放的歌是什么?
事实类	这个歌叫什么??
推荐类	周董新专辑什么歌最好听?
评价类	《敢不敢》好不好听
推荐类	现在好听的歌有多少
推荐类	有没有好听的手机铃声!
事实类	哒愣.哒愣.哒愣..什么歌来
事实类	我爱记歌词的直播时间
事实类	稻香的歌词是什么
推荐类	求中国出名的古典曲
评价类	周伦杰的新专辑魔杰座好听吗?
描述类	音乐能起什么作用?
事实类	一个人走这歌是谁唱的?
事实类	谁知道刘亦菲的一首歌 我只知道她只唱了这一首歌 叫什么我不知道
推荐类	现在什么歌好听
推荐类	有什么法国歌?
事实类	舞者电视剧的主题曲的名字是什么?
需求类	陈绮贞的 梦 这首歌 哪里有下载?~
事实类	梁山伯与朱丽叶是谁唱的?
事实类	奋斗里的向南心碎乌托邦的时候唱的是什么歌
推荐类	麻烦介绍几首好听的英文歌
推荐类	拜托给我几首说唱的悲伤歌曲
事实类	“太平洋的潮水跟着地球来回的转动”是哪一首歌曲中的歌词?
推荐类	谁给推荐几首最近好听的新歌
需求类	跪求!哪可以下载到大提琴的流行乐谱.!
推荐类	最近有什么好听的歌吗
原因类	为什么现在喜欢上了伤感音乐了
事实类	谁知道这个歌曲名字啊帮帮忙拉!!
推荐类	有没好听的歌曲 介绍几个
推荐类	谁知道有什么悲的歌曲么?
需求类	求AVRIL的GIRLFRIEND的混音伴奏
推荐类	海鸣威什么好听的歌??
推荐类	有没有象《嫁衣》那样的歌
需求类	请问哪里可以下载到久石让的钢琴专辑《Encore》
枚举类	冰河时代2是由哪些歌组合而成的
推荐类	求几首英语歌
事实类	黑色星期天的中文歌词是什么?
推荐类	有米有好听点的英文歌?
推荐类	给推荐几首不是很流行但是很好听的伤心情歌,一定要很悲哀的哦~~
事实类	求女生唱的有一句歌词叫J.J.J英文舞曲
事实类	这首街舞歌曲叫什么?
事实类	其实你懂我这首歌是什么时候的?
描述类	".Уouαrè Μy bèST Truè Lo en dag tiibage nik ..""1'bEco是什么意思?"
推荐类	求悲伤歌曲 听了都想哭的那种 速度。。
推荐类	推荐一些好听的歌.
事实类	这个是什么曲子或者歌!???
方法类	谁懂五线谱,教教我呀。
推荐类	现在什么流行歌曲超好听
推荐类	谁有伤感的歌曲啊,听了想哭的那种?
事实类	爱大了受伤了DJ版里面的英文舞曲混音谁知道歌名是什么
描述类	对中国现存古典园林的分析
事实类	&lt;喜帖街&gt;谁唱的?
推荐类	有什么好听的抒情歌?
推荐类	求适合作铃声的欧美风格的歌曲~
推荐类	现在什么流行歌曲好听
事实类	我喜欢一首歌但不晓得叫么名字
推荐类	我想找歌 请音乐达人进来帮帮忙啦
描述类	舞曲分类怎么分
事实类	问一首歌的名字 有这么一句“就让我留在轮回的边缘等一道光线,看见某年某月我们之间曾经说过的预言”请问谁知道这是什么歌曲??
推荐类	求经典电吉他摇滚曲
推荐类	非主流女人MP3最好听的是什么歌曲?
事实类	当你踏上站台,从此一个人走,,我只有轻轻的祝福你,祝福你我的爱人,在长长的旅程里, 哪首歌的歌词??
推荐类	现在谁的歌最好听
推荐类	求好听的轻音乐,有的支持下。
事实类	谁知道视频 《乔丹 科比 詹姆斯》的背景音乐(不是I believe i can fly )
推荐类	2008年11月有什么好听的歌?
推荐类	有没的哪个人晓得点好听的歌。,新歌也来哈
推荐类	如果要她相信我,我想给她唱首歌`什么歌最合适?
推荐类	大家介绍些好听的新歌给我啊
事实类	有一个钢琴音乐家叫什么。。。。山姆的?
描述类	马克山姆是什么人?
枚举类	世界上有那些钢琴音乐家?
推荐类	什么歌曲最适合失恋听呢?
事实类	中岛美嘉雪花歌词(主要是日文发音)
事实类	不知道是什么歌?·
推荐类	哪位朋友给一个mtv网站
需求类	至上厉合《棉花糖》MP3下载地址谁有?
不作处理	我是真的真的很爱你是谁唱的,出自哪首歌曲
描述类	“生存以上 生活以下”什么意思
需求类	李小龙传奇主题歌在哪下载要MP3格式的
事实类	谁知道这个网站里放的歌的歌名?http://cn.jaycn.com/dispbbs.asp?boardID=186&amp;ID=860443
事实类	瑞奇马丁唱的一首歌(歌名)
事实类	Numb-Encore有个小方块一样的乐器是什么乐器?
推荐类	谁有好听的英文歌,或慢摇把歌名字发来谢谢
推荐类	有没有像风铃声音一样的音乐
事实类	这个视频里的外国歌曲叫什么?
推荐类	帮我找几首好听的歌
枚举类	有什么歌的网站?
枚举类	求极品飞车9和10得所有歌曲
不作处理	有一首歌不知道谁听过
事实类	杜德伟有一首老歌是情歌对唱的.叫什么名字
原因类	伊甸园之东 里的 红豆 为什么有两个人唱的
推荐类	有没有什么新歌那、、、
事实类	今个真高兴高兴咱老百姓啊是谁唱的啊歌名是什么啊
事实类	请问你的选择是谁唱的?
需求类	谁知道有披头士的歌的网站?
事实类	《霹雳MIT》中飞轮海演唱的歌曲叫什么名字?
推荐类	最近有好听的``歌曲吗??
描述类	日语歌词求助翻译中文大意
推荐类	推荐一些歌曲
推荐类	谁能提供朗诵背景音乐?
事实类	新版《鹿鼎记》片头曲谁唱的?
原因类	凤凰传奇的歌为什么这么好‘听’?
不作处理	nba音乐啊,求人高人帮忙
推荐类	兄弟姐妹们给我介绍几个好听的英文歌呗~
推荐类	求好听的英文歌
推荐类	有什么好听的DJ?
推荐类	听什么歌曲心情舒畅?
需求类	最近买了一个比较烂的葫芦丝,想学下来玩玩,可是不知道从何学起,甚至连do在哪里都不知道,谁能给我一个好一点的学习葫芦丝的网站啊,感激不尽啊
原因类	我的手机为什么不能下载歌曲????
事实类	落地请开手机里的插曲是哪首歌?
推荐类	找点好听的歌,要08年的,越多越好
推荐类	现在最受欢迎的音乐专辑是谁的啊
评价类	稻香这首歌好听不??
推荐类	谁有好听点的歌?要抒情的
推荐类	推荐几首劲爆的DJ,要很刺激的那种,谢了
需求类	(((中华武魂)))这首歌那里去找P3格式的啊,我要下电话里,我找了很多。写的是P3格式的,但一下载的电话说又显示格式不对放不出来
需求类	(((中华武魂)))这首歌那里去找P3格式的啊,我要下电话里,我找了很多。写的是P3格式的,但一下载的电话说又显示格式不对放不出来
方法类	九天音乐网如何下载歌曲
推荐类	谁能给我几首悲伤的歌!要越悲伤.越好!!
事实类	http://tv.mofile.com/2VAULE7V听听背景音乐的名字是什么
推荐类	介绍几首网络歌手的歌,象用读的的方式一样,很多种搭配的
推荐类	哪有好听的歌哇?
推荐类	现在有什么好听的歌曲
事实类	爱情三十六计是谁唱的
需求类	找sweet box 的 easy come easy go 链接传空间
推荐类	有没有动感点的歌曲?
推荐类	谁有好听的音乐介绍一下吖
推荐类	急求歌!~~(好听点的)
推荐类	想听些轻快的歌
事实类	最浪漫的事这首歌是谁唱的?
推荐类	有什么歌让人一听就想哭?
事实类	魔杰座有多少首新歌曲?
推荐类	Big Bang 哪首歌好听嫩?
描述类	什么是莫扎特效应
推荐类	什么牌的民谣吉他比较好
事实类	九龙冰室的插曲是什么
事实类	吴忠明的起步走歌词哪位好心人能帮帮找找?
事实类	求首歌的名字
事实类	天亮以后是谁唱的
推荐类	要动漫中好听嘅主题歌或者插曲吖
推荐类	和钟难度相配的钢琴练习曲是什么
推荐类	有没有狠有节奏的DJ.?
推荐类	推荐几首特别有旋律的适合做空间背景音乐的英文歌
推荐类	有什么英文歌曲听了让心情放松愉快的吗?
推荐类	什么歌好听啊?
描述类	"在音乐中""S""'T""""A""""B""各代表什么意思?"
需求类	谁帮我找下东方神起的歌曲《为何我会喜欢上你》MP3的~这歌曲的连接
推荐类	急需几首简单易学的英语歌曲
推荐类	失恋的时候适合听什么歌?
推荐类	有什么好听的HIPHOP歌曲
推荐类	哪首歌最好听
推荐类	为何有时听到一首熟悉的歌会伤心?
推荐类	哥们,姐们,谁给推荐几首好歌!
推荐类	什么歌好听的啊。?
推荐类	现在什么音乐最好听
推荐类	谁介绍下什么白话哥好听
推荐类	谁给我推荐点好听的英文歌
需求类	我想要i need you vs i need you 的伴奏去哪找
推荐类	陈金龙唱的什么歌曲最好听?
推荐类	怀念Beyond的歌有哪些啊?
推荐类	谁有超好听的歌
推荐类	什么歌好听的啊/?
推荐类	介绍一些好听的歌曲
推荐类	最近有没有好听的歌,给我推荐哈
推荐类	求 伤感的歌
推荐类	介绍点儿JAZZ风格的和POP风格的英文歌吖...多谢~
需求类	谁有借口的伴奏
推荐类	谁能告诉我有哪些说唱歌曲好听?
事实类	至上励合《棉花糖》的歌词谁有啊?
评价类	l林俊杰的新歌好听么?
推荐类	你最喜欢德华的哪首歌?
描述类	Me 1989.代表什么?
事实类	求一首歌曲,开头歌词我知道是一个女孩唱的
推荐类	现在最新有什么好歌听?
事实类	请问这个视频的背景音乐是什么?
推荐类	最近想听些好歌.介绍一下
需求类	谁能帮我找到这首歌的下载地址,谢谢
需求类	桃花朵朵开+狼爱上羊+ moonlight shadow混音DJ下载
推荐类	木吉他适合几岁学?
推荐类	林俊杰有什么好听的新歌?
事实类	《可不可以》这首歌是谁唱的
方法类	书上的吉他谱是怎样制作的?
事实类	谁能告诉我这首歌的歌词、
推荐类	有什么好听的轻音乐吗
枚举类	艾薇儿有什么新歌
推荐类	世界上哪个地方是最美的?
推荐类	最近都有些什么好听的又个性的歌呢?
评价类	大海这首歌好听吗?
推荐类	现在都有哪些歌很好听????
推荐类	谁给我介绍个歌听听?
推荐类	大冢爱最经典的慢歌有哪些?
推荐类	最近有什么好听的伤感歌曲?
方法类	怎样把一个音乐降两调?
评价类	POP舞曲好听还是商业HS好听`谁知道
推荐类	什么样的dj好听?
枚举类	转角遇到爱那里面的一些插曲谁知道?
事实类	张杰最新的歌名叫什么?
推荐类	谁能给我一些好听的歌曲
是非类	kiss会怀孕吗?
推荐类	心情非常的郁闷推荐几个歌曲吧
推荐类	求一些适合做宿舍舍歌的歌!最好是励志的!
评价类	王心凌(第一次爱的人)好听吗?
枚举类	周杰伦填词做曲的歌
推荐类	现在什么流行歌曲好听
推荐类	想找几首好听的DJ歌曲
需求类	求一个网址的背景音乐在哪下?
推荐类	婚礼上适合唱什么歌送祝福
推荐类	现在什么歌比较好听?
事实类	谁能告诉我那个歌叫什么?
事实类	绿光森林的片尾曲叫什么?
推荐类	什么歌最好听---要闽南歌哦!
推荐类	有什么好歌可以听 啊
推荐类	求好听的歌曲?
事实类	有谁知道这个视频1分50秒时的背景音乐叫什么名字?http://player.youku.com/player.php/sid/XNTAwNTgxOTY=/v.swf
推荐类	找点好听的歌曲
推荐类	谁有好听的DJ网站
推荐类	到哪个网站听歌曲比较好呢?
推荐类	谁能提供些网络歌曲网站?
事实类	玫瑰花的葬礼是谁唱的啊?
需求类	谁有/原谅我一次/歌曲网址啊
事实类	一首英文歌觉得很好听不过不知道叫什么最近出的吧..说个给我参考下里面有bye
推荐类	现在有什么动感的歌曲?
需求类	谁有&lt;歌舞青春3&gt;里面的歌曲
事实类	CCTV17:30后三星手机广告的歌曲是什么?
推荐类	如果朋友结婚,有什么歌好唱?
推荐类	推荐几首优雅的歌
推荐类	好听的歌曲有什么?
推荐类	有比较忧伤 轻柔的歌曲么 推荐下 谢谢
推荐类	选购电吉他,电贝斯,键盘,架子鼓哪几个牌子的好些?
推荐类	谁有好听的拉丁舞舞曲拜托!
推荐类	最近有什么抒情中文好歌
推荐类	有开场就非常劲爆的歌吗?
事实类	《左耳》中‘我和你是河两岸 ,永隔一江水’ 是哪首歌里的
推荐类	求几首忧伤点的纯音乐
需求类	谁有《为爱停留》的钢琴谱?
推荐类	有什么好听的韩国歌曲?
推荐类	什么DJ歌好听
事实类	罗大佑的歌有歌词不知道歌名
事实类	刘洲成在快乐大本营跳舞的歌叫什么名字?
不作处理	谁有《God is a girl》的歌词和翻译
原因类	我进入了音乐收藏怎么看不到添加网络歌曲这几个字
推荐类	推荐 一 些 好听的 美国 乡村歌 曲?
推荐类	郁闷的,最近有没有什么新歌 ?
推荐类	谁给我几首好听的中文歌曲
推荐类	最近有什么好听的歌吗、。?
推荐类	最近有什么好听的歌吗?
推荐类	世界摇滚歌曲有那些经典
事实类	Scarborough Fair 是谁唱地啊?
原因类	TANK现在怎么不出新专辑啊?
事实类	"有一首歌的开头:是""想念你""这首歌的名字是什么.?(一女生唱的)"
方法类	怎么在酷狗里下载有歌词的歌曲啊?
推荐类	介绍几首你认为好听的歌曲!(不要复制,要你喜欢的就行)
推荐类	现在流行什么DJ具体一点
不作处理	歌名????
事实类	孟庭苇的一首老歌,高潮部分是用日本话演唱的
事实类	当我寂寞的时候还能包着你 那该多甜蜜 是什么歌的词
需求类	寻找 《在没有你的温柔》这首歌的歌词
推荐类	可以推荐几个好听的开机音乐吗?
需求类	请问 LRC歌词可以在哪下载到?
推荐类	现在最好听的D曲是什么
方法类	我想找个歌曲只知道一句歌词,怎么办?
需求类	急求李宇春《差生》独奏吉他谱
事实类	花儿乐队08年什么时候出新专辑啊?
推荐类	刘德华的歌曲那个最好听?
事实类	找首歌:声音很像春春,那却不是她的歌,很抒情的一首歌
需求类	エルハザード2のテーマ 歌词谁有
方法类	提高音域的简单方法?
推荐类	有开场就非常劲爆的歌吗?
事实类	谁知道林肯唱的那首NBA主题曲叫什么名字
推荐类	现在有什么好听的哥么
不作处理	怎么自己歌曲的URL!!
推荐类	信乐团有什么伤感的歌,?
事实类	亲爱的那不是爱情是谁唱的啊
需求类	越南歌曲(绕地球一圈)在哪可以找到,谁能说具体点
方法类	如何用摄像头录制翻唱MV
事实类	ebullient furure(Japanese) 的歌词 谁知道
事实类	有一首歌昨天听的,,名字大约在7..8 个字 叫什么寂寞
是非类	孙悦被下放了么?
推荐类	有什么好听的歌 介绍下
不作处理	搜歌.告人留步~
推荐类	有设么好听的韩语歌?
需求类	谁给我首歌的下载地址,讯雷的。
不作处理	"有谁知道""痛快一起努力的感觉""是谁唱的,哪首歌"
推荐类	音乐最好听的歌曲是什么?
需求类	帮忙找《牧笛》这首歌
推荐类	最近最最新的歌有什么好的啊
事实类	飞向别的人床这首歌的歌词是什么?
推荐类	哪个有好听的DJ?
需求类	谁有风云决的歌词?
推荐类	需要一首两个女生可以合唱的歌,不要太难,轻柔一些的
事实类	不回头不回头地走下去.请问这首歌名是什么
推荐类	最近有好听的歌吗
推荐类	求好听的歌曲
需求类	傀尊族的歌在哪里找??
原因类	为什么我总觉的粤语歌曲比国语的经典`好听`? 即使我说的不是粤语``
推荐类	求购一些超好听的歌曲,一听就能让人喜欢的
推荐类	谁知道现在有什么好歌吗?
不作处理	弹吉他朋友的请进
描述类	吴克群噶歌“麦搁憨”系咩意思吖?
需求类	有3GP的网站吗
不作处理	关于音乐的几个问题,高手进
事实类	我想找一个铃声, 是混音的,前面貌似是一段京剧,后面是超级玛利的声音,哥们弟兄,谁有,给咱捐献出来。
枚举类	胡歌最近有什么新歌吗?
需求类	歌曲:罗嘉良的“想说”哪有下载的?
方法类	日文的促音和钮音怎么打?
评价类	那首歌好听?
事实类	我是谁的主题曲
需求类	哪个有DJ音乐?
枚举类	求玛丽莲曼森的歌
推荐类	最感人的电影主题歌曲
事实类	爱上你是一个错谁唱的
推荐类	有什么比较震撼的歌曲?
推荐类	有什么好听的歌呢?
事实类	“快乐啊误解啊,随着时间都会增加”这是其中的一段歌词,想问一下这首歌叫什么名字??
需求类	哪里可以找到“我在那一角落患过伤风”的琴谱?
推荐类	谁能告诉我个外国小孩子唱的歌?天籁之音那种?
推荐类	什么轻音乐好听
评价类	黄家驹的歌好听吗?
事实类	唐山音乐广播的那个主题曲谁知道啊!麻烦告诉我一下!!
事实类	帮我听听这首歌曲叫什么
推荐类	最近有啥好歌
事实类	有首英文歌曲,中间有哦哦哦的叫什么名字!是男的唱的
推荐类	谁有好的笛子名曲?
推荐类	谁知道理查德克莱德曼的钢琴曲那个更好听?
推荐类	近来有什么好歌?
推荐类	谁有好听的英文歌曲介绍几个啊,谢谢了~~~
推荐类	谁能给我推荐几首范玮琪的好听的歌?谢谢
事实类	与你到永久这歌是谁唱的?
推荐类	什么歌最好听
需求类	找S.H.E的配有LRC歌词的歌
推荐类	谁有一些好听的歌的歌名啊??
推荐类	真诚跪求开场曲的名字!
推荐类	jz的魔杰作中哪首最好听
推荐类	什么歌会让一个人听了想哭
不作处理	你最喜欢twins哪首歌哪部电影
需求类	哪里能下载圣斗士星矢的英雄交响曲
推荐类	最近有哪些好听的新歌
推荐类	求婚礼用曲(中国式)
推荐类	有什么好歌子推荐
推荐类	现在有什么好听点个歌曲
事实类	《③只小熊》的中文歌词是什么?
事实类	舍不得是哪个唱的?
事实类	韩毒DJ疯狂版最后一首歌是什么?
推荐类	现在有什么好听的歌,还有英文DJ
不作处理	萧敬腾的首张CD&lt;同名专辑&gt;有在销售镑上出现吗?是冠军吗?蝉联了几周?
推荐类	想学粤语,大家说从听歌开始,请问听那些粤语歌有助于学粤语
推荐类	有什么好听点的钢琴曲吗?抒情点的
事实类	"找一歌曲名字,""趁世界没发觉让我带着你离开""在JAY的哪首歌里出现啊,"
不作处理	音乐怎么好听
需求类	谁能找到神奇宝贝里《跳波尔卡舞》这首歌下载的地址啊~~~
推荐类	最近有什么好听的歌曲吖?
方法类	怎么样才能弄到跟BOBO头一样蓬松又直的程度?
推荐类	有什么好的音乐网,越多越好
推荐类	有什么情歌好听的?(哪国语的都行)
方法类	如何添加音乐
枚举类	求JJ林俊杰从出道开始到现在出的所有歌曲
事实类	问一个歌曲的名字
是非类	LA IS LA BONITA这首歌有中文版吗?
推荐类	好久没上网了,有什么好听的歌吗?
描述类	蔡依林&lt;I Won't Last A Day Without You&gt;歌词翻译谁有啊?
事实类	还是喜欢你这首歌是谁唱的
事实类	because i'm free ,nothing worry i need这句歌词出自哪首歌
推荐类	现在有些什么歌好听的?
事实类	玫瑰花的葬礼到底是谁先唱的?
推荐类	最近有哪些外国歌曲好听?
推荐类	什么音乐流行?
推荐类	帮忙找些悲伤点的歌曲,中文,韩语,日语歌都行~
推荐类	现在什么歌曲是最流行的?
推荐类	我想知道有什么好听的歌?
推荐类	我的同班同学因为每年我们毕业了她明年就要走了也许我们永远都不会在见了我想在找次毕业典礼中歌最感人的歌我应该唱什么啊注意是伤感情歌
需求类	哪有Me &amp; My - Dub I Dub下载啊?
推荐类	推荐几首英文歌(要求在下面)
推荐类	谁知道和snowdream差不多的类型的歌?
枚举类	miyavi有哪几首慢歌?
评价类	S H E 的新歌好听吗?
推荐类	哪些伤感的歌比较新,比较最好听?
事实类	TATU 的一首歌名 谁知道
不作处理	《武林外史》中沈浪和白飞飞一起出现时的插曲是什么?哪里有下载?
是非类	请问刘德华出新歌了没?
推荐类	介绍几首好听的歌曲。。。
推荐类	请求介绍首歌曲听听 摇滚的
推荐类	有什么旧歌好听啊?
