label	text_a
4	添加一条通讯录姓名葛勇手机号码189571642496
4	把王世怀的号码发给乔丽君
4	把张新涛电话发给常胜宾
5	请问意大利面怎么做
5	怎么做卤猪脚
5	烤肉串。
5	油焖大虾怎么做
5	人造鸡蛋的配方。
5	简单的，糖醋排骨怎么做？
5	松菜鱼怎么做？
5	米粉怎么炒？
5	牛骨汤
5	冷面的做法。
5	蛋炒饭怎么煮
5	扁豆豆角怎么烧？
5	山寨鱼怎么做？
5	怎么炒南瓜？
5	能山药怎么做？
5	瞌睡鱼怎么做？
5	蒸鱼。
5	煮咖喱饭。
5	盐水鸭怎么做？
5	红烧猪脚怎么做啊？
5	葱爆羊肉的做法。
5	冯沙排骨怎么做？
5	给我讲个笑话吧，鱼香肉丝怎么做？
5	炖鲢鱼怎么做？
5	孙翠鱼怎么做？
5	大骨汤的做法。
5	陈醋排骨的做法。
5	辣酸菜鱼怎么做了。
5	披萨的做法
5	酱茄条做法。
5	炒鸡蛋，需要，哪些材料？
5	你真笨，是四喜丸子怎么做了。
5	鸽子，怎么做最好吃？
5	白灼菜心怎么做？
5	菠萝咕老肉的做法
5	红枣鸡汤怎么煲？
5	干锅排骨虾怎么做？
5	炒四季豆。
5	麻辣烫做法。
5	凉拌海带
5	鱼香肉丝，怎么做得？
5	红烧排骨怎么做？
5	登录不行，做烧鸡公学，我爱你！
5	卤猪蹄怎么做？
5	帮我搜索一下有什么家常菜？
5	怎么炒番茄炒？
5	可乐鸡翅是怎么做的
5	你会不会做蛋糕只能回答哦。
5	南瓜饼的做法。
5	干锅排骨怎么做？
5	水饺的做法。
5	白灼基尾虾的做法。
5	海参怎么做？
5	还路阻少茶汤的做法。
5	银耳莲子羹。
5	帮我查一下可乐鸡翅怎么做？
5	水果沙拉怎么做？
5	赵包子怎么做的，你？
5	故宫鱼怎么做？
5	冰糖葫芦怎么做？你？女子。
5	爆炒猪肝怎么做？
5	如何做芝麻糊。
5	不蒸了牛肉丸
5	做鱼怎么做？
5	黄豆猪蹄汤。
5	火腿肠怎么炒好吃
5	嗯，知道红烧肉怎么做？
5	鸭蛋怎么腌？
5	土豆炒肉丝的做法
5	馒头怎么做吗？
5	要怎么煮饭。
5	怎么样？做红烧肉。
5	啥婆豆腐的制作方法
5	炒豆腐。
5	如何做西红柿炒蛋。
5	白面粉可以怎样做饼？
5	回锅肉做法。
5	土豆丝是怎么炒？
5	松菇鸡汤的做法。
5	菠萝包怎么做？
5	土豆的做法
5	鱼要怎么煮才好吃
5	手抓饼的做法。
5	怎样炒肉。
5	土豆粉怎么做？
5	怎么做炸鸡
5	怎么烧西红柿炒蛋
5	我说白鱼怎么做
5	面包的配方。
5	风魔炒鱼香肉丝。
5	夫妻肺片怎么做？
5	凉皮的制作方法。
5	可乐鸡翅怎么做呀晚点告诉我。
5	怎么做鱼呢？
5	排骨堡汤的做法。
5	狗光鱼怎么做？
5	我要操虾米的做法。
5	怎么做洋葱炒蛋？
5	嘉兴粽子。
5	干豆角怎么烧？
5	烤牛排怎么做？
5	搜索，西米露的做法。
5	红烧猪蹄怎么做
5	怎么做炸鸡腿？
5	葫芦鸡怎么做？
5	四川美食。
5	帮我找一下凉拌海蜇的做法。
5	家常凉菜怎么做？
5	然后等你杀猪菜怎么做？
5	凉面。
5	田螺怎么炒啊？
5	红烧土豆怎么烧？
5	川崎玫瑰的制作方法
5	番红烧肉的做法。
5	罐焖牛肉怎么做？
5	牛肉的做法。
5	石螺怎么煮
5	红烧芋头做法。
5	的，酸菜鱼怎么做？怎么？
5	西红柿炒蛋怎么煮？
5	甲鱼，邓鸡，如何制作。
5	胖鱼头怎么烧？
5	金酱肉丝的做法
5	星光做西红柿炒鸡蛋呢！
5	烤鸡翅怎么做？
5	西兰花怎么做？
5	新奥尔良烤翅的做法
5	鱼香肉丝肉怎么做？
5	如何做煎饼。
5	语音火锅怎么做啊？啊？
5	猪肚鸡怎么做啊？
5	做红烧鱼的步骤。
5	糖醋鲤鱼怎么做？而？
5	西红柿炒鸡蛋做法。
5	说话，给我搜一下做苹果麦片粥是怎么做啊？
5	慕斯的做法。
5	蒜苔的做法
5	酸菜鱼怎么煮啊？
5	给蛋炒饭怎么做？
5	回锅肉。
5	铁板烧怎么做？
5	坐宫保鸡丁需要哪些材料？
5	大闸蟹的做法。
5	葱烧海参怎么做
5	草虾尾怎样做。
5	苦瓜要怎么做比较好吃
5	肉肉怎么腌制？
5	到了有鲈鱼怎么做？
5	你酸辣土豆丝怎么做？
5	红烧排骨怎么做的吗？
5	红烧狮子头怎么做
5	我说铁锅炖羊肉怎么做？
5	欧树的叶子怎么炒？
5	恩，红烧土豆怎么做我想学？
5	酸菜是怎么做的可以用塑料布。
5	怎么做煎饼？
5	鱼的做法
5	蛋糕可以做蛋糕吗？
5	醉虾的做法。
5	做糖醋排骨
5	咖喱牛腩怎么做
5	小杰炖蘑菇怎么做？
5	做南瓜饭
5	土豆饼怎么做啊？
5	排骨怎么弄才好吃？
5	做红烧肉要哪些材料呀！
5	王志排骨怎么做
5	啊，青椒炒蛋。
5	我想知道皮蛋瘦肉粥是怎么做的
5	猪舌头怎么做比较啊子？
5	怎么做京酱肉丝。
5	福寿鱼做法。
5	鱼香肉丝，怎么做？不？
5	茄子鸡蛋怎么做？
5	教我怎么做红烧肉
5	如何炒花生。
5	请告诉我清蒸桂鱼怎么做？
5	新疆大盘鸡的做法。
5	基尾虾怎么做？
5	煲鸡汤呢
5	凉菜是怎么做的？
5	凉拌菜
5	那烤箱做面包怎么做？
5	民间小炒肉的做法。
5	昌鱼的做法
5	怎么做冰激凌？
5	青鱼的做法。
5	鸡怎么做才好吃？
5	凉拌海蜇怎么做好吃？
5	意大利面。
5	如何煮牛肉饭。
5	说萝卜怎么做？
5	红烧排骨怎么做？啊？
5	海星的做法。
5	阳澄湖大闸蟹的做法。
5	肉沫茄子，怎么做？
5	虾仁饭。
5	蚝油生菜的做法。
5	馄炖怎么做？
5	做红酒怎么做啊？
5	酸菜鱼怎么做啊
5	土豆烧肉。
5	黑菜扣肉的做法告诉我一下啊！
5	请帮我找一下酸菜鱼的做法
5	猪肉怎么做？
5	鱼香肉丝，怎么做？买？
5	炖肉
5	过油肉土豆片怎么做？
5	烧排骨汤需要什么调料？
5	草莓芒果西米露。
5	米饭怎么做
5	怎样做糖醋排骨时，去吃饭洗澡了。
5	臭豆腐汤怎么烧？
5	鱼怎么做莱
5	想做蛋糕。
5	瘦肉粥。
5	白切鸡怎么做啊？
5	培根金针菇怎么做？
5	米粉肉怎么做？
5	做面包的配方。
5	教我做馒头。
5	虾炒蛋怎么做？
5	怎么做水煮鱼店？
5	久久鸭怎么做？
5	送黄炒鸡蛋怎么做？
5	猪肉灌汤包怎么做？
5	秋葵怎么做？
5	螃蟹怎么蒸？
5	腊鱼。
5	自演艺，羊肉怎么做？
5	炸馒头片
5	有什么特色美食。
5	红烧猪脚
5	恒宇乐活鱼怎么做的好吃的回复哦，你。
5	酸菜鱼的做法，妈。
5	烤鸭，啊！
5	怎么煮面才好吃呢？
5	牛肉面，哦。
5	酸辣汤的做法。
5	做蛋挞怎么做
5	那做红烧鱼需要哪些材料啊？
5	鱼肉怎么做？
5	帮我查一下红烧肉的做法
5	冰糖雪梨
5	红薯粉的做法，了。
5	红豆沙怎么做？
5	红烧鱼块。
5	煮面怎么做？
5	又热炒鸡蛋怎么做？
5	花格等蛋的做法。
5	豆腐花的做法。
5	蒸鸡蛋糕
5	怎样蒸排骨最好吃的。
5	红烧肉怎么做？嗯？
5	狗肉怎么做？
5	四喜丸子怎么做？
5	甜酒怎么做？
5	你给我讲讲红烧肉的做法。
5	辣，兰州拉面的配方。
5	怎么弄红烧肉哦？
5	a排骨怎么做好吃？
5	紫菜蛋花汤。
5	求米线怎么做？
5	红烧肉的做法，a。
5	牛肉怎么煮才好吃？你？
5	青椒肉丝怎么做怎么炒？
5	怎么做饭好吃？
5	椒盐排骨怎么做？你？
5	鱼香肉丝哦
6	旧金山几点几分
6	今天农历是多少
6	查询日期
6	现在是两点了吗
6	还有多少天过年
6	现在星期几
6	哪天清明节
6	现在几号
6	元宵节还有几个星期
6	哪一天国际牛奶日
6	还有多少分钟12点
6	植树节是什么时候
6	多少月之后就是过年了
6	明天上午9点距离现在还有多久
6	明天什么日子
6	武汉的精确时间是
6	看看现在几点几分
6	时间现在的
7	帮我转发邮件
7	发邮件给莹莹说我好困我想睡觉
7	我想全部回应
7	帮我写个邮件
7	我想要转发这封邮件
7	我要写条新邮件
7	我要查看邮件
7	替我查看新邮件
7	帮我写一封邮件
7	替我答复这条邮件
7	我想全部回复
7	全部应答
7	我要全部回复
7	我想要转发这条邮件
7	发邮件给晶晶
7	我想写一个新邮件
7	转发这条mail
7	我要答复邮件
7	我想答复这个邮件
7	替我打开新邮件
7	帮我写一条新邮件
7	给我写一个新邮件
7	我要回复这条邮件
7	给我打开mail
8	中央一套什么时候有建党伟业
8	湖南卫视放什么节目？
8	周二电影。
8	现在哪个台在播放剧情电视剧
8	我要看湖南卫视快乐大本营
8	世界地理的节目单
8	看当前直播的比赛
8	现在电视台在放什么节目
8	查查最近一周CCTV-4美洲有放我爱记歌词么
8	湖南卫视娱乐节目。
8	湖南台演什么节目
8	今天湖南卫视的电子节目单
8	中央电视台一套现在放什么节目？
8	能不能看当前的中超联赛
8	非诚勿扰什么时候演啊
8	我想看中央六台的电影。
8	中央四频道火箭兜风
8	找找非诚勿扰什么时候结束
8	央视少儿频道的节目的
8	你，湖南卫视正在播出什么？你。
8	现在湖南卫视放什么电视？
8	搜索电视剧爱情悠悠药草香在哪个频道首播？
8	看看今天有什么好看的节目？
8	电视台在播什么节目
8	央视综合频道昨晚的节目单
8	今晚什么节目呀？
8	CCTV-5节目表
8	爱笑会议室什么时候播放
8	安徽卫视今天晚上放什么？
8	回看烽火佳人回看安徽卫视烽火佳人
8	哪个台在放甄嬛
8	chc高清电影昨天晚上的节目
8	现在最好看的电影。
8	查查13年的一站到底
8	今天电影频道演什么
8	帮我查找一下今天晚上有什么电视节目？
8	咱们结婚吧什么时候播出
8	焦点访谈什么时候播
8	BTV生活节目选择回放
8	今天有些什么电影？
8	安安昨天11:07的风华国乐
8	北京体育频道明天的节目单
8	昨天的北京新闻
8	东方高清台的节目单
8	哪个电视台在放神雕侠侣。
8	中央电视台少儿频道大耳朵图图
8	上海东方卫视现在在播放什么？
8	今晚安徽卫视有什么节目
8	国防军事频道2天后播捍卫者
8	电影频道明天放什么
8	湖南卫视明天播什么节目
8	少儿节目中央少儿节目
8	北京卡酷熊出没
8	最近1周北京电视台-4有转播X女特工呢
8	CCTV-10的百家讲坛
8	哪个频道演爸爸去哪儿
8	哪个电视台在演叶问。
8	蒽蒽江苏卫视有什么好节目吗？
8	上周六发现之旅有演星跳水立方呢
8	给我查下明天凌晨在放妈妈来了
8	收看安徽卫视节目。
8	什么电视台什么时间有转播仁心解码2
8	安徽电视台12月18号晚上10:10的电视剧
8	环球旅游明天有演我爱饭米粒
8	看中央七频道讲武堂节目
8	六台有什么节目
8	给我看看什么时候有播盛夏晚晴天
8	今晚有什么节目啊？
8	帮我查一下今晚中年中央六台放什么电影？
8	现在哪个频道播放电视剧
8	电视台放什么
8	现在有什么好看的电视剧？
8	熊出没是几点开始播放。
8	哪些台在放电影
8	影视频道有什么节目
8	哦，安徽卫视今晚放什么节目？
8	书画频道上周六有开始非诚勿扰么
8	可不中央五套明天的节目单
8	河南卫视节目单。
8	现在电视台在播什么
8	给我查一下什么时间有播放天天向上
8	现在有什么好的电视剧。
8	那中央六台明天演什么节目
8	央视三台现在播放什么节目
8	现在中央一台在播什么节目？
8	回看安徽卫视烽火佳人
8	给我搜搜什么电视台什么时间有转播神探高伦布
8	搜索湖南卫视直播。
8	我回去看昨天晚上播出的爸爸去哪儿31频道
8	查查什么时候放百变大咖秀
8	昨晚哪个频道有张艺谋出演的电视剧
8	8点河北卫视播放过恋了爱了
8	现在热门的电视剧是什么
8	昨天晚上湖南卫视演什么
8	中央六台有什么节目
8	今天什么好看电影？
8	BTV北京频道打狗棍
8	搜一下CCTV74月15号播出新编辑部的故事呢
8	什么时候有西游记呢？
8	周六晚上重庆卫视有转播神探高伦布吗
8	快乐大本营什么时间播？
8	电视台现在在播放什么大陆动漫
8	明天晚上湖南卫视演什么电视剧
8	我昨天晚上的今日关注
8	北京台有什么好电视
8	回看上周末早上8点的湖南卫视
8	前两个星期时代出行有播X女特工呢
9	济南到重庆的航班。
9	厦门到上海的机票
9	查询一下明天广州到武汉的航班
9	帮我订一张杭州到上海的机票
9	查寻合肥到北京的航班
9	明天回广州的航班
9	八月十号从重庆到武汉的航班
9	济南到汉中的飞机票
9	儋州到海口的航班
